time (UTC),ZAX (METERS),latitude (degrees_north),longitude (degrees_east),S_ANALYZED (PSU),S_MEAN (PSU),S_STDEV (psu),S_RMSE (PSU),S_ROIOBS (PSU),S_BOXOBS (PSU),T_ANALYZED (degs),T_MEAN (degs),T_STDEV (degs),T_RMSE (degs),T_ROIOBS,T_BOXOBS
2026-07-30T00:00:00Z,5.0,6.5,76.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,6.5,77.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,6.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,7.5,50.5,35.294,NaN,0.0,0.0,1.0,0.0,24.567,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,51.5,35.294,NaN,0.0,0.0,1.0,0.0,24.567,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,7.5,53.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,54.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,55.5,35.423,NaN,0.207,0.293,2.0,0.0,26.608,NaN,0.307,0.434,2.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,56.5,35.423,NaN,0.171,0.281,3.0,0.0,26.609,NaN,0.762,1.116,3.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,57.5,35.54,NaN,0.26,0.347,4.0,0.0,26.949,NaN,0.817,1.11,4.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,58.5,36.124,NaN,0.29,0.394,5.0,0.0,28.518,NaN,0.788,1.033,5.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,59.5,36.144,NaN,0.239,0.241,7.0,0.0,28.526,NaN,0.42,0.513,7.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,60.5,36.178,NaN,0.24,0.242,8.0,0.0,28.478,NaN,0.407,0.456,8.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,61.5,36.221,NaN,0.223,0.225,7.0,0.0,28.423,NaN,0.097,0.097,7.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,62.5,36.248,NaN,0.188,0.196,8.0,0.0,28.445,NaN,0.369,0.41,8.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,63.5,36.129,NaN,0.2,0.212,7.0,0.0,29.143,NaN,0.393,0.64,7.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,64.5,36.115,NaN,0.216,0.232,6.0,0.0,29.2,NaN,0.415,0.673,6.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,65.5,36.035,NaN,0.524,0.618,5.0,0.0,29.211,NaN,0.373,0.374,5.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,66.5,35.629,NaN,0.442,0.479,7.0,0.0,29.394,NaN,0.241,0.307,7.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,67.5,35.317,NaN,0.442,0.46,7.0,0.0,29.624,NaN,0.241,0.245,7.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,68.5,35.085,NaN,0.334,0.356,6.0,0.0,29.772,NaN,0.151,0.151,6.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,69.5,35.036,NaN,0.334,0.376,6.0,0.0,29.818,NaN,0.151,0.16,6.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,70.5,35.033,NaN,0.334,0.377,6.0,0.0,29.823,NaN,0.151,0.162,6.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,71.5,35.775,NaN,0.367,0.647,4.0,0.0,29.832,NaN,0.075,0.081,4.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,72.5,34.813,NaN,0.104,0.144,2.0,0.0,29.517,NaN,0.245,0.336,2.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,73.5,34.807,NaN,0.104,0.148,2.0,0.0,29.503,NaN,0.245,0.346,2.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,74.5,34.807,34.807,0.0,0.0,1.0,1.0,29.503,29.503,0.0,0.0,1.0,1.0
2026-07-30T00:00:00Z,5.0,7.5,75.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,76.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,77.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,7.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,8.5,50.5,35.294,NaN,0.0,0.0,1.0,0.0,24.567,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,51.5,35.294,NaN,0.0,0.0,1.0,0.0,24.567,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,8.5,53.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,54.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,55.5,35.423,35.423,0.207,0.293,2.0,1.0,26.608,26.608,0.307,0.434,2.0,1.0
2026-07-30T00:00:00Z,5.0,8.5,56.5,35.425,NaN,0.207,0.292,2.0,0.0,26.61,NaN,0.307,0.433,2.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,57.5,35.547,NaN,0.294,0.388,3.0,0.0,26.861,NaN,0.804,0.999,3.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,58.5,36.104,NaN,0.309,0.37,4.0,0.0,28.384,NaN,0.816,1.064,4.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,59.5,36.15,36.141,0.172,0.177,6.0,1.0,28.522,28.535,0.444,0.55,6.0,1.0
2026-07-30T00:00:00Z,5.0,8.5,60.5,36.204,NaN,0.173,0.173,7.0,0.0,28.447,NaN,0.429,0.474,7.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,61.5,36.264,36.202,0.083,0.085,6.0,1.0,28.385,28.438,0.104,0.109,6.0,1.0
2026-07-30T00:00:00Z,5.0,8.5,62.5,36.302,NaN,0.188,0.218,8.0,0.0,28.398,NaN,0.369,0.433,8.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,63.5,36.209,NaN,0.2,0.2,7.0,0.0,28.894,NaN,0.393,0.47,7.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,64.5,36.118,36.115,0.2,0.214,7.0,1.0,29.177,29.186,0.409,0.608,7.0,1.0
2026-07-30T00:00:00Z,5.0,8.5,65.5,36.114,NaN,0.482,0.561,7.0,0.0,29.186,NaN,0.321,0.321,7.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,66.5,36.096,NaN,0.467,0.635,8.0,0.0,29.193,NaN,0.282,0.371,8.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,67.5,35.81,NaN,0.467,0.489,8.0,0.0,29.5,NaN,0.282,0.289,8.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,68.5,35.852,NaN,0.497,0.536,7.0,0.0,29.773,NaN,0.299,0.439,7.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,69.5,35.87,NaN,0.497,0.543,7.0,0.0,29.809,NaN,0.299,0.466,7.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,70.5,35.902,NaN,0.488,0.592,6.0,0.0,29.734,NaN,0.277,0.353,6.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,71.5,36.018,NaN,0.462,0.576,3.0,0.0,29.417,NaN,0.31,0.361,3.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,72.5,34.979,NaN,0.652,0.809,2.0,0.0,29.458,NaN,0.17,0.211,2.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,73.5,34.807,NaN,0.652,0.921,2.0,0.0,29.503,NaN,0.17,0.24,2.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,74.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,75.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,76.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,8.5,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,8.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,9.5,50.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,9.5,51.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,9.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,9.5,53.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,54.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,55.5,35.424,NaN,0.207,0.292,2.0,0.0,26.609,NaN,0.307,0.433,2.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,56.5,35.456,NaN,0.269,0.419,3.0,0.0,26.657,NaN,0.274,0.433,3.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,57.5,35.771,NaN,0.281,0.297,4.0,0.0,27.133,NaN,0.709,0.75,4.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,58.5,35.891,NaN,0.284,0.288,5.0,0.0,27.452,NaN,0.763,0.775,5.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,59.5,36.164,NaN,0.165,0.165,7.0,0.0,28.261,NaN,0.551,0.591,7.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,60.5,36.26,NaN,0.168,0.179,8.0,0.0,28.375,NaN,0.542,0.603,8.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,61.5,36.306,36.317,0.105,0.12,7.0,3.0,28.353,28.328,0.455,0.469,7.0,3.0
2026-07-30T00:00:00Z,5.0,9.5,62.5,36.336,36.376,0.096,0.126,7.0,1.0,28.406,28.553,0.285,0.31,7.0,1.0
2026-07-30T00:00:00Z,5.0,9.5,63.5,36.339,NaN,0.091,0.112,6.0,0.0,28.499,NaN,0.308,0.309,6.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,64.5,36.164,NaN,0.097,0.142,6.0,0.0,29.065,NaN,0.364,0.565,6.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,65.5,36.117,NaN,0.101,0.12,5.0,0.0,29.18,NaN,0.234,0.286,5.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,66.5,36.116,NaN,0.105,0.111,5.0,0.0,29.133,NaN,0.279,0.311,5.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,67.5,36.108,NaN,0.105,0.115,6.0,0.0,29.128,NaN,0.258,0.302,6.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,68.5,36.1,NaN,0.105,0.112,6.0,0.0,29.136,NaN,0.259,0.297,6.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,69.5,36.08,NaN,0.105,0.107,6.0,0.0,29.188,NaN,0.259,0.276,6.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,70.5,36.098,NaN,0.104,0.118,5.0,0.0,29.183,NaN,0.265,0.3,5.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,71.5,36.106,NaN,0.096,0.154,3.0,0.0,29.17,NaN,0.275,0.394,3.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,72.5,36.096,NaN,0.583,0.748,3.0,0.0,29.169,NaN,0.139,0.225,3.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,73.5,34.863,NaN,0.652,0.882,2.0,0.0,29.488,NaN,0.17,0.23,2.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,74.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,75.5,34.807,NaN,0.0,0.0,1.0,0.0,29.503,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,9.5,76.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,9.5,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,9.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,10.5,50.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,10.5,51.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,10.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,10.5,53.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,54.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,55.5,35.438,NaN,0.207,0.283,2.0,0.0,26.63,NaN,0.307,0.419,2.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,56.5,35.702,NaN,0.269,0.279,3.0,0.0,27.021,NaN,0.274,0.275,3.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,57.5,35.836,NaN,0.296,0.332,6.0,0.0,27.217,NaN,0.632,0.64,6.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,58.5,35.857,35.837,0.284,0.327,7.0,1.0,27.223,27.222,0.705,0.749,7.0,1.0
2026-07-30T00:00:00Z,5.0,10.5,59.5,36.105,NaN,0.162,0.18,9.0,0.0,27.311,NaN,0.634,0.836,9.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,60.5,36.276,NaN,0.162,0.169,12.0,0.0,28.154,NaN,0.585,0.64,12.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,61.5,36.325,NaN,0.116,0.132,11.0,0.0,28.341,NaN,0.574,0.691,11.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,62.5,36.351,NaN,0.111,0.139,11.0,0.0,28.429,NaN,0.611,0.675,11.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,63.5,36.367,NaN,0.092,0.118,8.0,0.0,28.509,NaN,0.431,0.466,8.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,64.5,36.324,NaN,0.097,0.104,8.0,0.0,28.654,NaN,0.497,0.554,8.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,65.5,36.145,NaN,0.12,0.147,7.0,0.0,29.096,NaN,0.607,0.752,7.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,66.5,36.134,NaN,0.03,0.031,4.0,0.0,29.106,NaN,0.04,0.047,4.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,67.5,36.125,36.091,0.072,0.076,5.0,1.0,29.118,29.139,0.102,0.119,5.0,1.0
2026-07-30T00:00:00Z,5.0,10.5,68.5,36.115,NaN,0.072,0.074,5.0,0.0,29.135,NaN,0.102,0.109,5.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,69.5,36.059,NaN,0.072,0.081,5.0,0.0,29.233,NaN,0.102,0.118,5.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,70.5,36.077,36.11,0.072,0.072,4.0,1.0,29.211,29.164,0.1,0.101,4.0,1.0
2026-07-30T00:00:00Z,5.0,10.5,71.5,36.096,NaN,0.072,0.093,2.0,0.0,29.184,NaN,0.103,0.132,2.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,72.5,36.105,NaN,0.072,0.098,2.0,0.0,29.172,NaN,0.103,0.14,2.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,73.5,36.11,NaN,0.0,0.0,1.0,0.0,29.164,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,10.5,74.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,10.5,75.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,10.5,76.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,10.5,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,10.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,11.5,50.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,11.5,51.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,11.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,5.0,11.5,53.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,11.5,54.5,35.423,NaN,0.0,0.0,1.0,0.0,26.608,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,5.0,11.5,55.5,35.614,NaN,0.207,0.208,2.0,0.0,26.892,NaN,0.307,0.308,2.0,0.0
2026-07-30T00:00:00Z,5.0,11.5,56.5,35.832,NaN,0.269,0.274,3.0,0.0,27.209,NaN,0.274,0.349,3.0,0.0
2026-07-30T00:00:00Z,5.0,11.5,57.5,35.864,NaN,0.315,0.328,5.0,0.0,27.213,NaN,0.35,0.378,5.0,0.0
